question,document
Why does the script give positive scores more often than negative ones?,05-monitoring/lessons/11-synthetic-data.md
How do you run the generator so it keeps adding one new conversation every second?,05-monitoring/lessons/11-synthetic-data.md
Why use Grafana instead of just keeping the Streamlit dashboard for monitoring?,05-monitoring/lessons/12-grafana.md
How do I start Grafana in Docker so it can use the same Postgres network and keep its data after restart?,05-monitoring/lessons/12-grafana.md
What should I enter to connect Grafana to the PostgreSQL database in this setup?,05-monitoring/lessons/12-grafana.md
How do I write Grafana SQL queries so charts follow the selected time range and use the right time column?,05-monitoring/lessons/12-grafana.md
"What panels should I make for response time, token usage, cost, model usage, relevance, user feedback, and recent conversations?",05-monitoring/lessons/12-grafana.md
"How do I use Docker Compose to start the database, Grafana, and the Streamlit app together instead of running each container separately?",05-monitoring/lessons/13-docker-compose.md
What should go inside the Dockerfile for the Streamlit app in this setup?,05-monitoring/lessons/13-docker-compose.md
Which environment settings are kept in the .env file for this project?,05-monitoring/lessons/13-docker-compose.md
"How are the PostgreSQL, Grafana, and Streamlit services connected in the Compose file, and what ports do they use?",05-monitoring/lessons/13-docker-compose.md
"What commands do I run to bring the whole stack up, initialize the database, and shut everything down?",05-monitoring/lessons/13-docker-compose.md
What are the main things we added to the RAG app to monitor and debug it better?,05-monitoring/lessons/14-next-steps.md
"Why might someone choose a monitoring framework like Langfuse, Phoenix, Logfire, or Evidently instead of wiring everything up themselves?",05-monitoring/lessons/14-next-steps.md
What extra work would you need to do before using this kind of logging setup in a real production system?,05-monitoring/lessons/14-next-steps.md
"Why does the lesson suggest using OpenTelemetry, and where does it fit in this setup?",05-monitoring/lessons/14-next-steps.md
What are some good follow-up projects if I want to extend the monitoring work beyond RAG?,05-monitoring/lessons/14-next-steps.md
"What are the two main stages in a RAG system, and what happens in each one?",06-best-practices/lessons/01-intro.md
Why does this lesson say retrieval is the part of RAG that matters most for getting good answers?,06-best-practices/lessons/01-intro.md
What are the five RAG improvement methods covered in this module?,06-best-practices/lessons/01-intro.md
How does small-to-big chunk retrieval work in practice?,06-best-practices/lessons/01-intro.md
Which two RAG techniques does this module focus on first because they give the biggest payoff with little work?,06-best-practices/lessons/01-intro.md
How does hybrid search combine semantic matching with exact word matching?,06-best-practices/lessons/02-hybrid-search.md
What does the alpha value do in a weighted hybrid search score?,06-best-practices/lessons/02-hybrid-search.md
How does Reciprocal Rank Fusion calculate a document’s final score from multiple ranked lists?,06-best-practices/lessons/02-hybrid-search.md
Why does a document that appears near the top of both search results usually win in RRF?,06-best-practices/lessons/02-hybrid-search.md
How would you write a hybrid_search function that merges keyword and vector results?,06-best-practices/lessons/02-hybrid-search.md
Why can cosine similarity miss the most relevant result in search?,06-best-practices/lessons/03-reranking.md
What does reranking do in a document search pipeline?,06-best-practices/lessons/03-reranking.md
How does Reciprocal Rank Fusion combine results from different search methods?,06-best-practices/lessons/03-reranking.md
"Can Elasticsearch use RRF directly, and does it need a paid plan?",06-best-practices/lessons/03-reranking.md
How would you implement RRF yourself if you can't use the built-in version?,06-best-practices/lessons/03-reranking.md
How do I use LangChain to run the same hybrid search we built with Elasticsearch directly?,06-best-practices/lessons/04-langchain.md
What packages do I need to install before using the Elasticsearch retriever in LangChain?,06-best-practices/lessons/04-langchain.md
"How is the hybrid query put together, and what parts handle keyword search vs vector search?",06-best-practices/lessons/04-langchain.md
"How do you create an `ElasticsearchRetriever` from an Elasticsearch URL, index name, and query function?",06-best-practices/lessons/04-langchain.md
"How do you evaluate the LangChain version of the retriever, and do the scores stay similar to the direct Elasticsearch approach?",06-best-practices/lessons/04-langchain.md
How does mixing vector search with keyword search help improve retrieval in RAG?,06-best-practices/lessons/05-next-steps.md
"What is reranking doing in a search pipeline, and why can even a basic RRF setup help?",06-best-practices/lessons/05-next-steps.md
Why would you use LangChain with Elasticsearch instead of working with the search queries directly?,06-best-practices/lessons/05-next-steps.md
"What is the idea behind small-to-big chunk retrieval, and what does ParentDocumentRetriever do?",06-best-practices/lessons/05-next-steps.md
"Besides hybrid search and reranking, what other RAG techniques are worth trying next, like metadata filtering or query rewriting?",06-best-practices/lessons/05-next-steps.md
"What kind of app is being built in this project, and what exercise questions should it be able to answer?",07-project-example/lessons/01-intro.md
How do you create the exercise dataset if there isn’t a real FAQ database to start from?,07-project-example/lessons/01-intro.md
What fields are included in each exercise record in the generated dataset?,07-project-example/lessons/01-intro.md
How does the retrieval step work in the RAG pipeline for this fitness assistant?,07-project-example/lessons/01-intro.md
"What do you pass into the language model, and how are the search results turned into the final prompt?",07-project-example/lessons/01-intro.md
How do I check whether my retrieval step is working well in this RAG project?,07-project-example/lessons/02-evaluating-retrieval.md
What should I put in the README for this exercise so it explains the project clearly?,07-project-example/lessons/02-evaluating-retrieval.md
How is the ground-truth question set created from the workout data?,07-project-example/lessons/02-evaluating-retrieval.md
"Which metrics are used to judge retrieval quality here, and how are they calculated?",07-project-example/lessons/02-evaluating-retrieval.md
"How do you tune the field boosts for search, and how do you test the final settings?",07-project-example/lessons/02-evaluating-retrieval.md
"How do you evaluate whether a RAG system’s answers are actually good, not just whether retrieval found the right docs?",07-project-example/lessons/03-evaluating-rag.md
What categories does the judge model use when scoring a generated answer’s relevance to the question?,07-project-example/lessons/03-evaluating-rag.md
How do you run a batch evaluation on a sample of questions and store the results as a dataframe or CSV?,07-project-example/lessons/03-evaluating-rag.md
What kind of output distribution might you expect from the relevance labels after evaluating a sample of RAG answers?,07-project-example/lessons/03-evaluating-rag.md
How can this evaluation setup be used to compare a cheaper model like gpt-5.4-mini with a more expensive one like gpt-4o?,07-project-example/lessons/03-evaluating-rag.md
How do you turn the notebook work into a real Python app with an ingestion step and an API?,07-project-example/lessons/04-interface.md
"What does the data loading function do, and why is it run when the app starts instead of later?",07-project-example/lessons/04-interface.md
"How is the retrieval part set up to search the exercise data, and what fields get extra weight?",07-project-example/lessons/04-interface.md
"How does the prompt get built before sending it to the language model, and what information is included in it?",07-project-example/lessons/04-interface.md
"What does the Flask endpoint return for a question request, and what should be in the README so others can run the project?",07-project-example/lessons/04-interface.md
"How do you add an automatic answer-quality check into the RAG pipeline, and what does it return?",07-project-example/lessons/05-monitoring.md
What data gets stored in Postgres for each chat turn and for user ratings?,07-project-example/lessons/05-monitoring.md
How does the API handle a new question and then save the result in the database?,07-project-example/lessons/05-monitoring.md
"What values are allowed when a user sends feedback, and how is it linked to a conversation?",07-project-example/lessons/05-monitoring.md
"What services are included in the Docker Compose setup for this project, and what is each one for?",07-project-example/lessons/05-monitoring.md
What kinds of fixes and polish were added after the recording was done?,07-project-example/lessons/06-summary.md
"About how much did the whole project end up costing in OpenAI API usage, and where did most of that money go?",07-project-example/lessons/06-summary.md
"If I'm building a similar project, what are the main tips this lesson suggests I follow?",07-project-example/lessons/06-summary.md
How was the Grafana setup made easier to run automatically in the final version?,07-project-example/lessons/06-summary.md
"What does the finished fitness assistant project include in terms of data, search, evaluation, and deployment?",07-project-example/lessons/06-summary.md
How do you handle retrieval when your source material is a bunch of separate articles instead of simple Q&A pairs?,07-project-example/lessons/07-chunking.md
"If I have one long transcript or PDF, what’s the recommended way to break it up for embedding and search?",07-project-example/lessons/07-chunking.md
"For books or other really long content, should I chunk everything the same way, or is there a better strategy?",07-project-example/lessons/07-chunking.md
How are images and slide decks supposed to be turned into something you can search with embeddings?,07-project-example/lessons/07-chunking.md
"What is semantic chunking, and why is it often better than just splitting by fixed length?",07-project-example/lessons/07-chunking.md
