question,answer_llm,answer_orig,document
The submission page is open after the deadline — does that mean I can still upload my answers?,"Yes. If the submission form is still open, you can still upload your answers even if the deadline has passed. You can no longer submit only after the form has been closed.","Yes. As long as the submission form is still open, you can submit your answers, even if the listed deadline has already passed. You can no longer submit only after the form has been closed — so while it's still open, go ahead and submit.",a9353fadfe
Is it okay to submit homework late as long as the form hasn’t been closed yet?,"Yes. As long as the submission form is still open, you can submit even if the deadline has passed. Once the form is closed, you can no longer submit.","Yes. As long as the submission form is still open, you can submit your answers, even if the listed deadline has already passed. You can no longer submit only after the form has been closed — so while it's still open, go ahead and submit.",a9353fadfe
"Once the deadline is over, do I lose the chance to submit, or only after the form closes?","You can still submit while the form is open, even if the deadline has passed. You lose the chance to submit only after the submission form closes.","Yes. As long as the submission form is still open, you can submit your answers, even if the listed deadline has already passed. You can no longer submit only after the form has been closed — so while it's still open, go ahead and submit.",a9353fadfe
"If the homework form is still available, can I go ahead and send my answers even after the due date?","Yes. As long as the homework submission form is still open, you can submit your answers even if the due date has already passed.","Yes. As long as the submission form is still open, you can submit your answers, even if the listed deadline has already passed. You can no longer submit only after the form has been closed — so while it's still open, go ahead and submit.",a9353fadfe
"Can I still turn in a homework after the deadline if the form is open, or is it already closed for good?","Yes — if the submission form is still open, you can still turn in the homework even after the listed deadline has passed. It’s only closed for good once the form itself is closed.","No. We don't give individual deadline extensions, and once the homework submission form is closed you can no longer submit it — there are no late submissions. While the form is still open you can submit, even if the listed deadline has already passed.

Missing a homework won't affect your certificate: homework isn't mandatory, only passing the Capstone project is. Homework points only count toward your leaderboard rank, so you'll still appear on the leaderboard with your other submissions.",cdc3b285e5
"Do you ever give deadline extensions for homework, or is that not allowed in this course?","No. We don't give individual deadline extensions, and there are no late submissions once the homework form is closed. If the form is still open, you can still submit even after the listed deadline has passed.","No. We don't give individual deadline extensions, and once the homework submission form is closed you can no longer submit it — there are no late submissions. While the form is still open you can submit, even if the listed deadline has already passed.

Missing a homework won't affect your certificate: homework isn't mandatory, only passing the Capstone project is. Homework points only count toward your leaderboard rank, so you'll still appear on the leaderboard with your other submissions.",cdc3b285e5
"If I miss a homework, does that stop me from getting the certificate, or is the Capstone the only required part?","Missing a homework will **not** stop you from getting the certificate. The **Capstone project is the only required part** for the certificate; homework is **not mandatory**. It’s recommended for practice and counts toward your leaderboard rank, but not for the certificate.","No. We don't give individual deadline extensions, and once the homework submission form is closed you can no longer submit it — there are no late submissions. While the form is still open you can submit, even if the listed deadline has already passed.

Missing a homework won't affect your certificate: homework isn't mandatory, only passing the Capstone project is. Homework points only count toward your leaderboard rank, so you'll still appear on the leaderboard with your other submissions.",cdc3b285e5
Are late homework submissions accepted at all once the submission form closes?,"No. Once the homework submission form is closed, late submissions are not accepted. If the form is still open, you can still submit even after the listed deadline has passed.","No. We don't give individual deadline extensions, and once the homework submission form is closed you can no longer submit it — there are no late submissions. While the form is still open you can submit, even if the listed deadline has already passed.

Missing a homework won't affect your certificate: homework isn't mandatory, only passing the Capstone project is. Homework points only count toward your leaderboard rank, so you'll still appear on the leaderboard with your other submissions.",cdc3b285e5
How does missing a homework affect my leaderboard rank and overall course completion?,"Missing a homework does **not** affect your overall course completion or certificate. Homework is **not mandatory** — you only need to **pass the Capstone project** to get the certificate.

It **does** affect your **leaderboard rank**, because homework points count toward your ranking. So if you miss a homework, you lose those points, but you can still appear on the leaderboard with your other submissions.","No. We don't give individual deadline extensions, and once the homework submission form is closed you can no longer submit it — there are no late submissions. While the form is still open you can submit, even if the listed deadline has already passed.

Missing a homework won't affect your certificate: homework isn't mandatory, only passing the Capstone project is. Homework points only count toward your leaderboard rank, so you'll still appear on the leaderboard with your other submissions.",cdc3b285e5
Will the name I type for the certificate be visible on the leaderboard or anywhere public?,No. The name you type for the certificate is only shown on your certificate and is not public. The leaderboard uses your separate display name/nickname instead.,"No. The certificate name only appears on your certificate — it isn't published online or shared with third parties. The public leaderboard uses your separate display name instead, which is a random nickname (like “Lucid Elbakyan”) and anonymous by default.

You can set both in “Edit Course Profile”: the first field is your public nickname for the leaderboard, and the second is the official name printed on your certificate. This lets you keep your real name off the public leaderboard while still having it on the certificate.",651ba06b34
Does the certificate name get shared with anyone else or shown online somehow?,"No. The name you put on the certificate is only printed on your certificate. It is not published online or shared with third parties.

The public leaderboard uses your separate display name/random nickname instead.","No. The certificate name only appears on your certificate — it isn't published online or shared with third parties. The public leaderboard uses your separate display name instead, which is a random nickname (like “Lucid Elbakyan”) and anonymous by default.

You can set both in “Edit Course Profile”: the first field is your public nickname for the leaderboard, and the second is the official name printed on your certificate. This lets you keep your real name off the public leaderboard while still having it on the certificate.",651ba06b34
"If I want to keep my real name private, can I use a different name for the certificate and the public profile?","Yes. You can use a different name for each:

- **Public profile / leaderboard:** set a **nickname/display name** so your real name stays private.
- **Certificate:** set your **official name** in the certificate field so it appears only on the certificate.

The certificate name is **not** shown publicly.","No. The certificate name only appears on your certificate — it isn't published online or shared with third parties. The public leaderboard uses your separate display name instead, which is a random nickname (like “Lucid Elbakyan”) and anonymous by default.

You can set both in “Edit Course Profile”: the first field is your public nickname for the leaderboard, and the second is the official name printed on your certificate. This lets you keep your real name off the public leaderboard while still having it on the certificate.",651ba06b34
What’s the difference between the display name and the certificate name in Edit Course Profile?,"The **display name** is your public nickname shown on the **leaderboard**.  
The **certificate name** is the official name printed on your **certificate**.

They’re set separately in **Edit Course Profile**:
- **First field:** display/public nickname
- **Second field:** certificate/official name","No. The certificate name only appears on your certificate — it isn't published online or shared with third parties. The public leaderboard uses your separate display name instead, which is a random nickname (like “Lucid Elbakyan”) and anonymous by default.

You can set both in “Edit Course Profile”: the first field is your public nickname for the leaderboard, and the second is the official name printed on your certificate. This lets you keep your real name off the public leaderboard while still having it on the certificate.",651ba06b34
Can I use my real name on the certificate but keep an anonymous nickname on the leaderboard?,"Yes. You can use your real name on the certificate and keep an anonymous nickname on the leaderboard. The certificate name is separate from your public display name, so the leaderboard can stay anonymous by default.","No. The certificate name only appears on your certificate — it isn't published online or shared with third parties. The public leaderboard uses your separate display name instead, which is a random nickname (like “Lucid Elbakyan”) and anonymous by default.

You can set both in “Edit Course Profile”: the first field is your public nickname for the leaderboard, and the second is the official name printed on your certificate. This lets you keep your real name off the public leaderboard while still having it on the certificate.",651ba06b34
Why doesn't this course start with LangChain?,"The course doesn’t start with LangChain because it first teaches the core building blocks yourself: prompting, retrieval, indexing, and evaluation.

LangChain is a framework for LLM apps, but it’s easier to use frameworks well after you understand what they automate. It’s like learning HTML, CSS, and JavaScript before moving to React or Angular.","LangChain is a framework for building LLM-powered apps. In this course, we first build the core pieces ourselves: prompting, retrieval, indexing, and evaluation.

Think of it like learning HTML, CSS, and JavaScript before using React or Angular. Frameworks are easier to use well once you understand what they automate.",b7cdde6b25
What’s the reason we build RAG parts ourselves instead of using a framework?,"Because the course wants you to understand the core RAG pieces first—prompting, retrieval, indexing, and evaluation—before relying on a framework.

It’s like learning HTML/CSS/JavaScript before using React or Angular: once you understand what’s happening under the hood, frameworks are much easier to use well.","LangChain is a framework for building LLM-powered apps. In this course, we first build the core pieces ourselves: prompting, retrieval, indexing, and evaluation.

Think of it like learning HTML, CSS, and JavaScript before using React or Angular. Frameworks are easier to use well once you understand what they automate.",b7cdde6b25
"Is LangChain considered too advanced for this module, or is there another reason it's skipped?","LangChain is skipped mainly because the course wants you to first build the core pieces yourself: prompting, retrieval, indexing, and evaluation. It’s not so much that it’s “too advanced,” but that the course sequence is designed to teach the fundamentals before introducing a framework like LangChain.","LangChain is a framework for building LLM-powered apps. In this course, we first build the core pieces ourselves: prompting, retrieval, indexing, and evaluation.

Think of it like learning HTML, CSS, and JavaScript before using React or Angular. Frameworks are easier to use well once you understand what they automate.",b7cdde6b25
"Why learn prompting, retrieval, indexing, and evaluation manually before using LangChain?","Because the course wants you to understand the core RAG building blocks first. By implementing prompting, retrieval, indexing, and evaluation yourself, you learn what the framework is actually automating and how those pieces fit together.

It’s like learning HTML, CSS, and JavaScript before using React or Angular: once you understand the basics, tools like LangChain are much easier to use well.","LangChain is a framework for building LLM-powered apps. In this course, we first build the core pieces ourselves: prompting, retrieval, indexing, and evaluation.

Think of it like learning HTML, CSS, and JavaScript before using React or Angular. Frameworks are easier to use well once you understand what they automate.",b7cdde6b25
What’s the benefit of doing the LLM app basics from scratch before a framework like LangChain?,"The benefit is that you learn the core building blocks yourself first—prompting, retrieval, indexing, and evaluation—so you understand what the framework is actually automating.

It’s like learning HTML, CSS, and JavaScript before using React or Angular: frameworks are much easier to use well once you know the fundamentals.","LangChain is a framework for building LLM-powered apps. In this course, we first build the core pieces ourselves: prompting, retrieval, indexing, and evaluation.

Think of it like learning HTML, CSS, and JavaScript before using React or Angular. Frameworks are easier to use well once you understand what they automate.",b7cdde6b25
Why do I get an Insufficient credits error when I run OpenAI responses.create?,"You may get **""OpenAI API Error: Insufficient credits""** because your OpenAI account does not have enough billing credit/quota to run the request.

If you’re using the **OpenAI API directly**, the fix is to **add credits / enable billing** in your OpenAI account.

If you’re actually using **OpenRouter through the OpenAI-compatible `responses.create()` API**, the error can also happen because the request has no `max_output_tokens` limit and OpenRouter checks the maximum possible output against your key’s remaining credits. In that case, set a lower limit, for example:

```python
response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

If it still fails, check that your `.env` points to the right endpoint and that your key has sufficient credits.","You may receive the following error when running the OpenAI `responses.create` command due to insufficient credits in your OpenAI account:

```
OpenAI API Error: Insufficient credits
```",f5df151c59
What does OpenAI API Error: Insufficient credits mean in responses.create?,"It means your OpenAI account doesn’t have enough API credit/quota to run `responses.create`. You need to add billing credits, and possibly recreate your API key after that.","You may receive the following error when running the OpenAI `responses.create` command due to insufficient credits in your OpenAI account:

```
OpenAI API Error: Insufficient credits
```",f5df151c59
How can I fix the error I see when using OpenAI responses.create?,"It depends on the provider:

- **OpenAI direct**: the error usually means your account has **insufficient credits/quota**. Add billing credits to your OpenAI account, then retry.
- **OpenRouter**: the fix is to set a **lower `max_output_tokens`** in `responses.create()`, for example:

```python
response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

If it still fails, check that your `.env` points to OpenRouter and that your key has remaining credits.","You may receive the following error when running the OpenAI `responses.create` command due to insufficient credits in your OpenAI account:

```
OpenAI API Error: Insufficient credits
```",f5df151c59
Is the responses.create command failing because my OpenAI account has no credits?,"Yes — if you’re using OpenAI directly, `responses.create` can fail because your account has no credits.

The relevant error is:

```text
OpenAI API Error: Insufficient credits
```

You’d need to add billing/credits to your OpenAI account, then try again.","You may receive the following error when running the OpenAI `responses.create` command due to insufficient credits in your OpenAI account:

```
OpenAI API Error: Insufficient credits
```",f5df151c59
What should I check if OpenAI responses.create returns an Insufficient credits message?,"Check your OpenAI account billing/quota: the message usually means you have **insufficient credits**. Add funds to your OpenAI API account and, if needed, recreate/update your API key.","You may receive the following error when running the OpenAI `responses.create` command due to insufficient credits in your OpenAI account:

```
OpenAI API Error: Insufficient credits
```",f5df151c59
Why am I getting a 429 RateLimitError from OpenAI when I call the API?,"You’re getting a 429 `RateLimitError` because your OpenAI API account has run out of quota or credits — it’s often an **`insufficient_quota`** error, not just too many requests.

Common fix:
1. Add billing credits to your OpenAI account.
2. Make sure you’re using a model available on your account.
3. If needed, recreate your API key after adding credits.

If you want to reduce 429s during the course, also:
- use retries with backoff,
- lower concurrency,
- cache results,
- batch requests,
- or use a cheaper model like `gpt-4o-mini`.

","```json
RateLimitError: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: [https://platform.openai.com/docs/guides/error-codes/api-errors.](https://platform.openai.com/docs/guides/error-codes/api-errors.)', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}
```

The above errors are related to your OpenAI API account’s quota. There is no free usage of OpenAI’s API, so you will need to add funds using a credit card (see pay-as-you-go in the OpenAI settings at [platform.openai.com](http://platform.openai.com)). Once added, re-run your Python command and you should receive a successful return code.

Steps to resolve:

1. Add credits to your account [here](https://platform.openai.com/settings/organization/billing/overview) (min $5).
2. In `responses.create(model='gpt-4o', …)` specify one of the models available to you:

   <{IMAGE:image_1}>

3. You might need to recreate an API key after adding credits to your account and update it locally.",152af39a53
"Does this mean my code is wrong, or is it my OpenAI account quota?","It’s your OpenAI account quota, not your code.

The context says the `RateLimitError: 429` / `insufficient_quota` error happens when your OpenAI API account has no credits or has exceeded its current quota. The fix is to add billing credits, possibly recreate your API key, and then run it again.","```json
RateLimitError: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: [https://platform.openai.com/docs/guides/error-codes/api-errors.](https://platform.openai.com/docs/guides/error-codes/api-errors.)', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}
```

The above errors are related to your OpenAI API account’s quota. There is no free usage of OpenAI’s API, so you will need to add funds using a credit card (see pay-as-you-go in the OpenAI settings at [platform.openai.com](http://platform.openai.com)). Once added, re-run your Python command and you should receive a successful return code.

Steps to resolve:

1. Add credits to your account [here](https://platform.openai.com/settings/organization/billing/overview) (min $5).
2. In `responses.create(model='gpt-4o', …)` specify one of the models available to you:

   <{IMAGE:image_1}>

3. You might need to recreate an API key after adding credits to your account and update it locally.",152af39a53
How do I fix the 'insufficient_quota' error so my request works again?,"Add credits to your OpenAI account — `insufficient_quota` is a **billing/quota** issue, not a rate-limit issue.

Steps:
1. Add funds/enable pay-as-you-go in your OpenAI billing settings, minimum about **$5**.
2. Make sure you’re using a model available to your account in `responses.create(...)`.
3. If needed, create a new API key after adding credits and update it locally.

Once billing is in place, re-run the request.","```json
RateLimitError: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: [https://platform.openai.com/docs/guides/error-codes/api-errors.](https://platform.openai.com/docs/guides/error-codes/api-errors.)', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}
```

The above errors are related to your OpenAI API account’s quota. There is no free usage of OpenAI’s API, so you will need to add funds using a credit card (see pay-as-you-go in the OpenAI settings at [platform.openai.com](http://platform.openai.com)). Once added, re-run your Python command and you should receive a successful return code.

Steps to resolve:

1. Add credits to your account [here](https://platform.openai.com/settings/organization/billing/overview) (min $5).
2. In `responses.create(model='gpt-4o', …)` specify one of the models available to you:

   <{IMAGE:image_1}>

3. You might need to recreate an API key after adding credits to your account and update it locally.",152af39a53
Do I need to add credits or enable billing before using the OpenAI API?,"Yes. The course context says there is **no free usage of the OpenAI API**, so you need to **add credits / enable pay-as-you-go billing** before using it. It recommends adding at least **$5** in the OpenAI billing settings.","```json
RateLimitError: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: [https://platform.openai.com/docs/guides/error-codes/api-errors.](https://platform.openai.com/docs/guides/error-codes/api-errors.)', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}
```

The above errors are related to your OpenAI API account’s quota. There is no free usage of OpenAI’s API, so you will need to add funds using a credit card (see pay-as-you-go in the OpenAI settings at [platform.openai.com](http://platform.openai.com)). Once added, re-run your Python command and you should receive a successful return code.

Steps to resolve:

1. Add credits to your account [here](https://platform.openai.com/settings/organization/billing/overview) (min $5).
2. In `responses.create(model='gpt-4o', …)` specify one of the models available to you:

   <{IMAGE:image_1}>

3. You might need to recreate an API key after adding credits to your account and update it locally.",152af39a53
"After adding funds, do I need to create a new API key or change the model I’m using?",I don’t know.,"```json
RateLimitError: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: [https://platform.openai.com/docs/guides/error-codes/api-errors.](https://platform.openai.com/docs/guides/error-codes/api-errors.)', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}
```

The above errors are related to your OpenAI API account’s quota. There is no free usage of OpenAI’s API, so you will need to add funds using a credit card (see pay-as-you-go in the OpenAI settings at [platform.openai.com](http://platform.openai.com)). Once added, re-run your Python command and you should receive a successful return code.

Steps to resolve:

1. Add credits to your account [here](https://platform.openai.com/settings/organization/billing/overview) (min $5).
2. In `responses.create(model='gpt-4o', …)` specify one of the models available to you:

   <{IMAGE:image_1}>

3. You might need to recreate an API key after adding credits to your account and update it locally.",152af39a53
How much money do I need to start using the OpenAI API for this course?,"Using the OpenAI API for the course should cost very little. You can start with a recharge of **$5**, and the initial usage is usually **fractions of a cent**.","Using the OpenAI API for the course should cost very little. You can recharge starting from $5, but initial usage is usually fractions of one cent.",554d0eb78b
Is it true that the OpenAI API costs almost nothing for the course exercises?,"Yes — for the course exercises, the OpenAI API should cost very little. The course says you can start with as little as $5 credit, and initial usage is usually fractions of a cent. You also don’t have to use OpenAI at all; free or low-cost alternatives are available.","Using the OpenAI API for the course should cost very little. You can recharge starting from $5, but initial usage is usually fractions of one cent.",554d0eb78b
Do I have to spend a lot on OpenAI API calls in Module 1 RAG?,"No. The course says OpenAI API usage should cost very little for Module 1 RAG—often just fractions of a cent at first. You can also use free or low-cost alternatives, so you don’t have to spend a lot.","Using the OpenAI API for the course should cost very little. You can recharge starting from $5, but initial usage is usually fractions of one cent.",554d0eb78b
What is the minimum amount I can add to my OpenAI account for course use?,The minimum amount is **$5**.,"Using the OpenAI API for the course should cost very little. You can recharge starting from $5, but initial usage is usually fractions of one cent.",554d0eb78b
"Will I really only pay a few cents, or even less, when using the OpenAI API for this course?","Using the OpenAI API for the course should cost very little, but not necessarily “a few cents or less” every time. The course notes say you can start with a $5 recharge, and initial usage is usually fractions of a cent.","Using the OpenAI API for the course should cost very little. You can recharge starting from $5, but initial usage is usually fractions of one cent.",554d0eb78b
Do I actually need a paid OpenAI API plan to finish the homework in this course?,"No — you do **not** need a paid OpenAI API plan to finish the homework.

The course says you can use **free or low-cost alternatives** instead of OpenAI, and the homework is designed so you **don’t need a paid service**. If you choose OpenAI specifically, then OpenAI API usage does require credits/billing, but that’s **optional** for the course.","No, you don't have to pay for this service in order to complete the course homeworks. You can use free or low-cost alternatives listed in the course GitHub repo.

See the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md#openai-api-alternatives).",85384a18e5
Can I follow the course without subscribing to OpenAI API at all?,"No. You can follow the course without subscribing to the OpenAI API at all.

The course supports free or low-cost alternatives, and you can also use other LLM providers or run a model locally, so you don’t need an OpenAI paid key.","No, you don't have to pay for this service in order to complete the course homeworks. You can use free or low-cost alternatives listed in the course GitHub repo.

See the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md#openai-api-alternatives).",85384a18e5
Are there any free or cheap alternatives to OpenAI API that I can use for the assignments?,"Yes. You don’t have to pay for OpenAI API to complete the assignments.

You can use free or low-cost alternatives from the course repo, including OpenAI-compatible providers like Groq, OpenRouter, DeepSeek, Gemini, Mistral, or even local models via Ollama, LM Studio, or vLLM. The course also mentions that the homework is designed so you do not need a paid service.

For a curated list, see the course repo’s **Awesome LLMs** page:
https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md#openai-api-alternatives

","No, you don't have to pay for this service in order to complete the course homeworks. You can use free or low-cost alternatives listed in the course GitHub repo.

See the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md#openai-api-alternatives).",85384a18e5
Where in the course repo can I find a list of OpenAI API alternatives?,"You can find it in the course GitHub repo here:

[Awesome LLMs / OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md#openai-api-alternatives)","No, you don't have to pay for this service in order to complete the course homeworks. You can use free or low-cost alternatives listed in the course GitHub repo.

See the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md#openai-api-alternatives).",85384a18e5
"If I don’t want to pay for OpenAI, what should I use instead for this module?","You don’t have to use OpenAI. For this module, you can use any other LLM provider or even a locally served model.

Good alternatives include:
- Hosted OpenAI-compatible providers like Groq, OpenRouter, DeepSeek, Gemini, Z.ai, or Mistral
- Open models via Hugging Face, like Qwen or Llama
- Local tools like Ollama, vLLM, or LM Studio

If the provider is OpenAI-compatible, you usually only need to change:
- `base_url`
- API key
- model name

If you want to avoid paying for an API at all, a local model with Ollama or vLLM is a good option.","No, you don't have to pay for this service in order to complete the course homeworks. You can use free or low-cost alternatives listed in the course GitHub repo.

See the course list of [OpenAI API alternatives](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md#openai-api-alternatives).",85384a18e5
Why does the course recommend uv instead of using pip and virtualenv like usual?,"The course recommends `uv` because it’s fast, convenient, and combines several tools into one. It can replace `pip`, `virtualenv`, `pip-tools`, `pipx`, `poetry`, `pyenv`, and `twine`, so you don’t have to juggle multiple tools for Python versions, virtual environments, and dependencies.

You don’t have to use it, though — `pip` and `virtualenv` still work fine. The reason the lessons use `uv` is that it makes setup simpler and faster, with reproducible lockfiles.","The course uses uv because it's fast and convenient. It's an all-in-one tool that replaces pip, virtualenv, pip-tools, pipx, poetry, pyenv, and twine — instead of juggling several tools, you manage Python versions, virtual environments, and dependencies through one fast command with reproducible lockfiles.

You're not required to use it — pip and virtualenv still work fine — but uv makes the setup simpler and faster, which is why the lessons use it.

Official docs: https://docs.astral.sh/uv/",f81dea8f7e
"What makes uv a better choice for managing Python versions, environments, and dependencies in this course?","uv is a better choice in this course because it is:

- **Fast and convenient**
- **All-in-one**: it replaces tools like `pip`, `virtualenv`, `pip-tools`, `pipx`, `poetry`, `pyenv`, and `twine`
- **Simpler to use**: you manage **Python versions, virtual environments, and dependencies** with one tool
- **Reproducible**: it uses **lockfiles** for consistent setups

You don’t have to use it — `pip` and `virtualenv` still work — but `uv` makes setup easier and faster, which is why the course uses it.","The course uses uv because it's fast and convenient. It's an all-in-one tool that replaces pip, virtualenv, pip-tools, pipx, poetry, pyenv, and twine — instead of juggling several tools, you manage Python versions, virtual environments, and dependencies through one fast command with reproducible lockfiles.

You're not required to use it — pip and virtualenv still work fine — but uv makes the setup simpler and faster, which is why the lessons use it.

Official docs: https://docs.astral.sh/uv/",f81dea8f7e
"Do I have to switch to uv, or can I still use pip and virtualenv for the assignments?","No — you’re not required to switch to `uv`. You can still use `pip` and `virtualenv` for the assignments. The course uses `uv` because it’s faster and simpler, but `pip` + `virtualenv` works fine.","The course uses uv because it's fast and convenient. It's an all-in-one tool that replaces pip, virtualenv, pip-tools, pipx, poetry, pyenv, and twine — instead of juggling several tools, you manage Python versions, virtual environments, and dependencies through one fast command with reproducible lockfiles.

You're not required to use it — pip and virtualenv still work fine — but uv makes the setup simpler and faster, which is why the lessons use it.

Official docs: https://docs.astral.sh/uv/",f81dea8f7e
"Is uv basically replacing tools like pip, virtualenv, poetry, and pyenv all at once?","Yes — basically.  

In the course context, `uv` is an all-in-one tool that can replace:

- `pip`
- `virtualenv`
- `pip-tools`
- `pipx`
- `poetry`
- `pyenv`
- `twine`

So instead of juggling separate tools for Python versions, virtual environments, and dependency management, you can do it with `uv`. It’s not mandatory, though — `pip` and `virtualenv` still work fine.","The course uses uv because it's fast and convenient. It's an all-in-one tool that replaces pip, virtualenv, pip-tools, pipx, poetry, pyenv, and twine — instead of juggling several tools, you manage Python versions, virtual environments, and dependencies through one fast command with reproducible lockfiles.

You're not required to use it — pip and virtualenv still work fine — but uv makes the setup simpler and faster, which is why the lessons use it.

Official docs: https://docs.astral.sh/uv/",f81dea8f7e
What is the main reason the lessons are built around uv rather than the standard Python setup tools?,"The main reason is that **uv is fast and convenient**. It’s an all-in-one tool that replaces several traditional Python tools, so the lessons use it to make setup **simpler and faster** with reproducible lockfiles.

","The course uses uv because it's fast and convenient. It's an all-in-one tool that replaces pip, virtualenv, pip-tools, pipx, poetry, pyenv, and twine — instead of juggling several tools, you manage Python versions, virtual environments, and dependencies through one fast command with reproducible lockfiles.

You're not required to use it — pip and virtualenv still work fine — but uv makes the setup simpler and faster, which is why the lessons use it.

Official docs: https://docs.astral.sh/uv/",f81dea8f7e
Why does my notebook say OPENAI_API_KEY is missing even though I put it in .env?,"Make sure you’re loading the `.env` file in the notebook, not just creating it.

Use `python-dotenv`:

```bash
pip install python-dotenv
```

Then in your notebook, before creating the OpenAI client:

```python
from dotenv import load_dotenv

load_dotenv()
```

Also check that the key name in `.env` is exactly:

```env
OPENAI_API_KEY=sk-...
```

If you still have issues, I don't know.","Make sure you installed and used `python-dotenv`.

```bash
pip install python-dotenv
```

Then load the `.env` file in the notebook before creating the OpenAI client:

```python
from dotenv import load_dotenv

load_dotenv()
```

Also check that the variable name in `.env` is exactly `OPENAI_API_KEY`.",86d99bbf21
"Do I need python-dotenv to load my API key in Jupyter, and how do I use it?","Yes — for the course notebooks, you typically use `python-dotenv` to load your API key from a `.env` file in Jupyter.

### How to use it
1. Install it if needed:
```bash
pip install python-dotenv
```

2. Put your key in a `.env` file:
```bash
OPENAI_API_KEY=sk-...
```

3. Load it in your notebook before creating the client:
```python
from dotenv import load_dotenv

load_dotenv()
```

4. Read it with `os.getenv`:
```python
import os

openai_api_key = os.getenv(""OPENAI_API_KEY"")
```

### Important
Make sure the variable name is exactly `OPENAI_API_KEY`, and that you run `load_dotenv()` before using it in Jupyter.","Make sure you installed and used `python-dotenv`.

```bash
pip install python-dotenv
```

Then load the `.env` file in the notebook before creating the OpenAI client:

```python
from dotenv import load_dotenv

load_dotenv()
```

Also check that the variable name in `.env` is exactly `OPENAI_API_KEY`.",86d99bbf21
Where should I call load_dotenv() before creating the OpenAI client in the notebook?,"Call `load_dotenv()` in the notebook **before** you create the OpenAI client.

Example:

```python
from dotenv import load_dotenv
load_dotenv()

from openai import OpenAI
client = OpenAI(...)
```

","Make sure you installed and used `python-dotenv`.

```bash
pip install python-dotenv
```

Then load the `.env` file in the notebook before creating the OpenAI client:

```python
from dotenv import load_dotenv

load_dotenv()
```

Also check that the variable name in `.env` is exactly `OPENAI_API_KEY`.",86d99bbf21
What should I check if the key in my .env file still isn't being picked up?,"Check that you’re loading the `.env` file explicitly and that the variable name is exact.

For example:

```python
from dotenv import load_dotenv
load_dotenv()
```

And make sure the key is named exactly `OPENAI_API_KEY`, `GROQ_API_KEY`, or `GEMINI_API_KEY` as appropriate.

If it still isn’t picked up in Kestra, also make sure you start Kestra with the `.env` file:

```bash
docker compose --env-file ./.env -f ./docker-compose.yml up -d
```

If you want, I can help you check whether the issue is in Python, Jupyter, or Kestra.","Make sure you installed and used `python-dotenv`.

```bash
pip install python-dotenv
```

Then load the `.env` file in the notebook before creating the OpenAI client:

```python
from dotenv import load_dotenv

load_dotenv()
```

Also check that the variable name in `.env` is exactly `OPENAI_API_KEY`.",86d99bbf21
Is the environment variable name supposed to be exactly OPENAI_API_KEY?,Yes. The `.env` variable name should be exactly `OPENAI_API_KEY`.,"Make sure you installed and used `python-dotenv`.

```bash
pip install python-dotenv
```

Then load the `.env` file in the notebook before creating the OpenAI client:

```python
from dotenv import load_dotenv

load_dotenv()
```

Also check that the variable name in `.env` is exactly `OPENAI_API_KEY`.",86d99bbf21
