question,document
What’s the safest way to generate Kestra flow YAML without getting bitten by plugin-version differences?,93a3e8b98c
Why do people track token usage in Kestra flows when calling LLMs?,a4adc70f41
How does watching token counts help with LLM costs in scheduled or looping workflows?,a4adc70f41
What’s the point of collecting token usage from each AI task in a Kestra pipeline?,a4adc70f41
How can token monitoring help you catch a workflow that’s getting too expensive?,a4adc70f41
Why would checking prompt and output token counts be useful for improving a Kestra LLM flow?,a4adc70f41
"Why do I get the Docker Desktop error that a mounted path under /tmp isn't shared from the host, and what should I change in settings?",dd8b4c9fda
How can I allow Docker Desktop to access /tmp or /tmp/kestra-wd so my container mount works?,dd8b4c9fda
"What do I do in Docker Desktop when I see ""mounts denied"" for a host path like /tmp/kestra-wd?",dd8b4c9fda
Is there a way to fix the shared-folder issue in Docker Desktop for Kestra without changing the compose file?,dd8b4c9fda
"After adding /tmp to Docker Desktop file sharing, do I need to restart anything before running docker compose again?",dd8b4c9fda
"For the Module 3 Kestra homework, what exactly should I put in the public repo if I did all the work in the Kestra UI?",f29f622684
"Do I need to upload the Kestra flow YAML files somewhere for the homework submission, or is a README enough?",f29f622684
What is the best thing to commit to GitHub for the Module 3 homework when most of the work was done inside Kestra?,f29f622684
"Should I include any scripts used by the Kestra flows in the repo, or only the flow definitions themselves?",f29f622684
"Where should I place the Kestra homework files in the repo, and what do I submit in the form itself?",f29f622684
Why am I getting JSONDecodeError: Expecting value when I try to parse the LLM output for ground-truth questions?,a3c7e1b4f9
How do I make the model return only valid JSON instead of a code block or extra text?,a3c7e1b4f9
What prompt should I use so the output is exactly a JSON object with a questions list?,a3c7e1b4f9
Is there a way to force JSON output in OpenAI when generating evaluation questions?,a3c7e1b4f9
"Does this JSON-only output setting exist for other models too, like Gemini or Groq?",a3c7e1b4f9
Why does my Jupyter notebook/kernel crash when I try to embed the ground-truth set in the eval homework?,b8f2d6a30c
"Is there a lighter embedding model I can use instead of the one from the notebook, and will that affect my results?",b8f2d6a30c
What’s the easiest way to do the embedding step without blowing up RAM in a low-memory Codespace or laptop?,b8f2d6a30c
Can I move the ground-truth embedding part out of the notebook and run it as a separate script from the terminal?,b8f2d6a30c
"If I’m stuck with limited memory, how should I batch the ground-truth set and clear memory between batches?",b8f2d6a30c
Why am I still getting blocked by Gemini even after adding a sleep between requests?,c1e9f4b820
What can I do if I keep hitting API limits while building the ground-truth dataset?,c1e9f4b820
"Is there a cheap alternative to Gemini for generating the labels, and does it have better limits?",c1e9f4b820
How can I reduce the chance of rate-limit errors when I use a thread pool for API calls?,c1e9f4b820
"If my run stops halfway because of quota limits, how do I continue without starting over?",c1e9f4b820
How do I fix the Windows WinError 126 that says it can't load fbgemm.dll in torch?,15e931476c
"If I get an OSError about ""The specified module could not be found"" for torch\lib\fbgemm.dll on Windows, what should I install?",15e931476c
Is installing Visual C++ Redistributable enough to solve the fbgemm.dll missing dependency error in PyTorch on Windows?,15e931476c
Do I need Visual Studio or Visual Studio Code when Windows shows an error loading fbgemm.dll from PyTorch?,15e931476c
What are the common fixes for the PyTorch fbgemm.dll import failure on Windows 10 or 11?,15e931476c
"I'm getting `psycopg2.OperationalError` with `could not translate host name ""postgres"" to address`. What should I change in my config to fix it?",4b65d5542d
"When I run `python prep.py`, it fails because the database host `postgres` can't be resolved. How do I point it to the right host?",4b65d5542d
How can I fix the `No such host is known` error for `postgres` while preparing the data with `prep.py`?,4b65d5542d
What should `POSTGRES_HOST` be set to if my script can't connect and says it can't find the `postgres` host?,4b65d5542d
"My `.env` still uses `POSTGRES_HOST=postgres`, and `prep.py` crashes. What is the correct value to use instead?",4b65d5542d
How do I make Pandas stop cutting off long text in a column and show the full contents?,641aedbbf5
"In the offline-rag-evaluation notebook, how can I see the entire Explanation text from the judge LLM instead of a shortened version?",641aedbbf5
What Pandas setting should I change to display the full text in a dataframe column?,641aedbbf5
"Why does Pandas only show part of my long string in a cell, and how do I make it expand all the way?",641aedbbf5
Is there a quick way to remove the 50-character column truncation in Pandas?,641aedbbf5
How do I normalize vector values stored in a Pandas DataFrame column?,5039707c1a
What's a simple way to turn each vector in a Pandas Series into a unit vector?,5039707c1a
Can I normalize every row vector in a dataframe column with apply() in Pandas?,5039707c1a
How would you use NumPy to scale vectors in a DataFrame column by their norm?,5039707c1a
Is there a quick one-liner for normalizing vectors inside a Pandas column?,5039707c1a
How can I get the 75th percentile of a Pandas DataFrame column?,b4c8ac5a0c
What’s the Pandas way to calculate a quantile for a Series?,b4c8ac5a0c
How do I find the 0.75 quantile from a column in a DataFrame?,b4c8ac5a0c
Is there a simple command to compute a percentile in Pandas?,b4c8ac5a0c
How do I use `quantile()` on a DataFrame column to get the 75% value?,b4c8ac5a0c
"How do I wipe out every Docker container from the terminal, even the ones still running?",66ccbb7da0
What command removes all Docker images at once using the command line?,66ccbb7da0
How can I delete all Docker volumes from Docker CLI?,66ccbb7da0
"Is there a quick terminal way to force-remove every container, image, and volume?",66ccbb7da0
What are the commands to clean up all Docker resources on my machine?,66ccbb7da0
"How can I make sure a user can only leave one piece of feedback, either +1 or -1, for each submission in Streamlit?",2e729f1271
Why does `st.session.submitted` keep getting set back to True after I press one of the feedback buttons?,2e729f1271
What’s the best way to disable the feedback buttons after the user submits text with the ask button?,2e729f1271
I’m using Streamlit session state and my submitted flag seems to change on its own — what could cause that?,2e729f1271
Is there a fix or workaround for session attributes being reassigned in Streamlit when handling feedback buttons?,2e729f1271
"Why does my Streamlit app work locally but fail in docker-compose with ""exec: streamlit: executable file not found in $PATH""?",e8df9f0d12
Do I need a Dockerfile for a Streamlit app when I’m starting it with docker-compose?,e8df9f0d12
What should I add to my docker-compose setup so Streamlit can actually run inside the container?,e8df9f0d12
"After fixing my compose file, what’s the right command to rebuild and start the app again?",e8df9f0d12
How do I solve the OCI runtime error that says Streamlit isn’t found in PATH when using Docker Compose?,e8df9f0d12
"Can I do the capstone with a partner, or does every student need to submit their own project?",0fab61eca2
"If a few of us build one larger system together, is that still allowed for the capstone?",0fab61eca2
Are we allowed to discuss and plan a capstone idea with other students before submitting it?,0fab61eca2
What if two students work on the same project but keep separate repos — does that count as individual work?,0fab61eca2
How independent does each capstone project need to be for it to be accepted?,0fab61eca2
"Do I need to turn in two capstone projects, or is it just one project with attempt 1 and attempt 2?",d5fc98925d
"If my first capstone submission gets rejected, can I fix it and send it again in the second submission window?",d5fc98925d
"When people talk about attempt 1 and attempt 2, does that mean two different projects or just two chances to submit the same one?",d5fc98925d
"If I miss the attempt 1 deadline, can I still submit in attempt 2 and stay on track for the capstone?",d5fc98925d
"If I submit a project but don’t review three peers, does the submission still count toward the certificate?",d5fc98925d
Is the competition the same thing as the capstone project?,e892d44e42
"Can I do the capstone together with other people, like in the math-kaggle-llm-competition?",e892d44e42
"If I join the competition as a team, does that count toward the capstone requirement?",e892d44e42
"Is the capstone meant to be individual, even if the competition allows groups?",e892d44e42
Should I treat the competition as optional and keep the capstone separate?,e892d44e42
How will the capstone projects be scored in the end?,9a2e2d2008
Who reviews a capstone project after I submit it?,9a2e2d2008
Do I also have to grade other students' capstone projects?,9a2e2d2008
What happens if I don't review the required number of peer projects?,9a2e2d2008
How is the final project grade calculated from the peer reviews?,9a2e2d2008
"After the deadline, how do we get the projects we need to review or grade?",eae0fb50aa
"Will the review assignments be sent out in a spreadsheet, and if so, what does it include?",eae0fb50aa
How many projects does each participant get once submissions close?,eae0fb50aa
Do we get assigned projects before the deadline or only after it passes?,eae0fb50aa
What happens with project grading after the submission deadline?,eae0fb50aa
"I already sent in my capstone project, but why am I still unable to see any projects to review?",a8a7fef016
"After the submission deadline passes, do I automatically get projects assigned to evaluate, or do I need to pick them myself?",a8a7fef016
Why is there nothing available for me to review yet in the project evaluation stage?,a8a7fef016
Can I start reviewing other students’ projects before the assigned review list is released?,a8a7fef016
"Do reviewers get to choose which projects they evaluate, or is it assigned after the deadline?",a8a7fef016
Where can I look for project ideas and datasets for the capstone?,e76a70cde3
Is there a page with some dataset suggestions and example ideas for the project?,e76a70cde3
"I'm stuck on the capstone — where do I find tips, guidelines, and possible datasets?",e76a70cde3
Can you point me to a GitHub page that lists project ideas for the LLM Zoomcamp capstone?,e76a70cde3
What’s the best place to find a few good starting ideas and datasets for the project?,e76a70cde3
"Do I have to use Airflow, Mage, or Kestra in the capstone project, or is a simple Python script enough?",d4f7c08ea1
"If I build the ingestion part as a Jupyter notebook, will that count the same as a script for the capstone points?",d4f7c08ea1
"For the ingestion pipeline criterion, do I need an orchestration tool, or can I just write code that loads and indexes the data?",d4f7c08ea1
When would it actually make sense to add an orchestrator to the capstone project instead of just using Python?,d4f7c08ea1
Can I skip Airflow/Mage/Kestra entirely and still get full marks for the data ingestion part?,d4f7c08ea1
How can I test a recommender-style RAG when I don't have clear ground-truth answers for each query?,9b0e2d6a47
What's a good way to build synthetic evaluation data for retrieval on items in my dataset?,9b0e2d6a47
"When should I use an LLM as a judge to score my RAG outputs, and how does that work in practice?",9b0e2d6a47
"Is hit rate enough for evaluating ranking-based RAG systems, or should I use something like NDCG?",9b0e2d6a47
"For a recommender RAG, how do I measure whether the right items are ranked high even if several answers could be acceptable?",9b0e2d6a47
"What's a good first chunking setup for a huge PDF corpus, and how do I know if it actually helps?",6f2a8b3d10
"Should I spend time trying to build the perfect chunker before indexing long docs, or just start with something basic?",6f2a8b3d10
"For long structured files like legal or financial PDFs, is plain semantic chunking enough or should I use something else?",6f2a8b3d10
"Is it worth having an LLM split documents into sections before indexing, or is fixed-size chunking fine at the start?",6f2a8b3d10
What tools are good for turning messy PDFs into cleaner markdown before I chunk them up?,6f2a8b3d10
"What does reproducibility mean for the capstone project review, and do reviewers actually need my API keys?",e5d8a2c761
"Should I put my OpenAI or other service keys in the repo so someone can run the project, or is there a safer way?",e5d8a2c761
How can I let a reviewer rebuild the search index from scratch without exposing any secrets?,e5d8a2c761
"What should I include in the repo for credentials setup, like .env files or examples, so others can use their own keys?",e5d8a2c761
Do I need to pin package versions or mention Python/Docker versions to make my project reproducible?,e5d8a2c761
"Do I have to use Python for the homework and capstone project, or can I build it in something like JavaScript, Go, or Rust instead?",ea815eb858
"If I choose a non-Python stack for the project, what kind of README or setup instructions do I need to include?",ea815eb858
"Would a JavaScript, TypeScript, or Java solution be accepted for the assignments, or is Python expected because of the course format?",ea815eb858
How detailed should the installation and run steps be if I submit the project in another language besides Python?,ea815eb858
"What does the reviewer need from me if I don’t use Python, so the homework or final project is still easy to check and reproduce?",ea815eb858
Where do I check out past LLM Zoomcamp capstone projects from previous years?,930286278d
Is there a page with old LLM Zoomcamp project submissions I can look at?,930286278d
Can I see examples of projects from the 2024 and 2025 LLM Zoomcamp?,930286278d
Where are the submitted capstone repos for LLM Zoomcamp listed?,930286278d
Do you have links to earlier LLM Zoomcamp projects so I can get a feel for the scope?,930286278d
"Do I have to reserve my capstone project idea before I start, or can I just begin working on it?",897a350476
Is there any need to announce my project topic somewhere before doing the capstone?,897a350476
Can I ask for feedback on my project idea in Slack before I start building it?,897a350476
"If my capstone topic is similar to someone else’s previous project, is that still allowed?",897a350476
Where can I check past LLM Zoomcamp projects to get a sense of the right project scope?,897a350476
Can I build my capstone as a Telegram or WhatsApp bot instead of a website?,7318a90b14
"Is there any requirement that the project has to be a web app, or can I use a CLI or Slack app too?",7318a90b14
"Do you allow notebook-based projects for the capstone, or does it need to be something user-facing?",7318a90b14
"If I choose a custom interface for the project, will the course teach me how to implement it?",7318a90b14
"As long as the evaluation criteria are met, can I present the project through any end-user interface I want?",7318a90b14
What’s the best tool to pull text out of PDFs for a RAG app?,d8b28c47a0
"If my PDFs are scanned images, what should I use to get the text first?",d8b28c47a0
Is there a recommended library for converting PDF docs into Markdown or JSON for RAG?,d8b28c47a0
"Do we need to use a specific extractor in the course, or can we pick whatever works?",d8b28c47a0
What are some good OCR options if I don’t want to run Tesseract locally?,d8b28c47a0
"Can I use this workshop stuff in my own project or capstone, or is it only for the course?",d850a0e7ea
Is it okay to reuse the dlt examples from the workshop for other Zoomcamp projects too?,d850a0e7ea
"Since dlt is open source, can I actually build on the workshop content for my own work?",d850a0e7ea
Am I allowed to take the workshop material and apply it directly in a project I’m doing?,d850a0e7ea
"If I have questions while using dlt in my project, can I ask them somewhere, or should I just figure it out myself?",d850a0e7ea
How do I start a new dlt project for loading data from cloud storage?,6bceeebf04
What command should I run to initialize a filesystem source with DuckDB in dlt?,6bceeebf04
I want to load from the cloud using dlt — what’s the setup command?,6bceeebf04
How can I create a fresh dlt pipeline project for filesystem data and DuckDB?,6bceeebf04
Is there a quick way to bootstrap a dlt project for cloud file ingestion?,6bceeebf04
"Why do I get `FileNotFoundError: Table notion_pages___homework does not exist` when I run `db.open_table(""notion_pages___homework"")`?",0407213397
"I switched the table name to `notion_pages___homework`, but it still says the table doesn't exist. What am I missing?",0407213397
What should I check if opening `notion_pages___homework` fails even though I changed the table name in my code?,0407213397
How can I fix the `db.create_table(...)` error for `notion_pages___homework` in the dlt workshop pipeline?,0407213397
"If `employee_handbook` was renamed to `homework`, why am I still seeing the missing table error for `notion_pages___homework`?",0407213397
Why do I get FileNotFoundError saying the table notion_pages___homework doesn't exist when I run main()?,e95bfafc0e
"In the dlt workshop, what should I put on line 3 to open the Notion homework table correctly?",e95bfafc0e
"I'm seeing an error about db.create_table(notion_pages___homework, data). How do I fix the table name in the code?",e95bfafc0e
Which table should be opened in main() for the Notion pages homework so the FileNotFoundError goes away?,e95bfafc0e
My script fails because notion_pages___homework is missing — what is the correct db.open_table call?,e95bfafc0e
How can I see all the tables that were created in the database?,e394e6f738
Is there a quick way to list table names from the db object?,e394e6f738
What method should I call to get every table in the database?,e394e6f738
How do I check which tables exist in my database right now?,e394e6f738
Can I print all tables in the db with a built-in method?,e394e6f738
"Does dlt already support ClickHouse or StarRocks connectors, or are those missing right now?",cd19f122f3
Can I use dlt to load data into ClickHouse or StarRocks today?,cd19f122f3
"Are there built-in connectors in dlt for ClickHouse and StarRocks, or would I need to add them myself?",cd19f122f3
"Is there any plan for ClickHouse or StarRocks support in dlt, or is it only community-driven?",cd19f122f3
What’s the current status of dlt connectors for ClickHouse and StarRocks?,cd19f122f3
Why am I getting a 401 Unauthorized when the notebook calls the Notion search API?,0dfba07ace
My notebook says it has no secret access for api.notion.com/v1/search — what should I check?,0dfba07ace
Could this Notion API error be because my token is wrong or expired?,0dfba07ace
What do I need to verify if the notebook can't access Notion and returns an auth error?,0dfba07ace
How do I fix the Unauthorized error from Notion API in this workshop notebook?,0dfba07ace
"Why does pip keep giving me requests 2.28 when lancedb needs a newer one, and how do I force the right version?",4b30b918bc
Is there a way to install requests straight from GitHub so I get v2.32.3 instead of the old release?,4b30b918bc
My setup is stuck on requests 2.28 and lancedb won’t work — what’s the exact install command to fix it?,4b30b918bc
"Could the 401 Client Error mean my key access is wrong, and if so what should I check?",4b30b918bc
How do I make sure requests is installed from the source zip for v2.32.3 in my environment?,4b30b918bc
